sttl,sbytes,dbytes,sload,dload,label
31,4222,64070,981236.5625,14894106.0,0
31,19618,1087890,122816.7578,6819936.5,0
31,2934,3742,989173.4375,1262416.25,0
31,4336,2872,123216.4766,81612.44531,0
31,1684,10168,7938.909668,48750.1875,0
29,1087778,17160,1940891.625,30566.4043,0
31,1920,4416,1688428.25,3912032.25,0
31,3728,5474,155443.4219,225763.0781,0
31,4030,54286,407862.4688,5493766.5,0
31,8928,320,290432.0625,9352.956055,0
31,1920,4312,1739914.625,3923113.5,0
31,2230,13358,1947380.25,11681583.0,0
31,3022,17186,61726.23047,348917.4063,0
31,4040,2456,4297902.5,2612980.5,0
31,1684,10168,12188.68359,74846.61719,0
31,7812,15964,22458.62305,45908.57813,0
31,568,304,14555.39453,7790.211426,0
31,1580,10168,10926.36621,72420.16406,0
31,12830,548216,168640.5,7221518.0,0
31,2766,26586,1591173.25,15305039.0,0
31,2048,2410,36330.40625,42900.60156,0
31,2230,13358,1859366.625,11153623.0,0
31,320,1878,20200.68359,124381.7344,0
31,2542,23278,1520975.5,13942173.0,0
31,1684,10168,11595.94434,71206.80469,0
31,1036,2262,1941251.75,4238059.0,0
31,13756,547340,19925.66602,794283.375,0
31,3728,5474,97197.03906,141167.125,0
31,48360,85554,74941.96875,132600.5,0
31,8928,320,118812.8828,3826.201904,0
31,37228,3380,13805189.0,1247696.0,0
31,2958,31340,969585.4375,10261139.0,0
31,2934,3742,14171.2666,18085.8457,0
31,4862,77300,248038.4063,3943939.75,0
31,568,304,668891.0625,357998.0313,0
31,1684,10168,10265.21973,63035.27734,0
31,536,304,23444.84766,13297.07813,0
31,16290,1087900,6808.0,455533.4688,0
31,2854,31360,893368.5,9825454.0,0
31,2974,30014,92868.29688,937737.125,0
31,568,304,579099.4375,309940.5313,0
31,17850,1087890,125457.2109,7658635.0,0
31,4512,2456,1992752.875,1084745.75,0
31,2158,2478,2322435.75,2665918.25,0
31,4776,2976,112386.5625,70226.30469,0
31,3302,37226,1187342.625,13394514.0,0
31,1920,4312,2396078.5,5402614.5,0
31,536,304,157918.0,89565.42969,0
31,7822,16102,35626.82813,73361.50781,0
31,25680,1094788,10892.16699,464827.0,0
31,3302,40550,1246538.5,15317692.0,0
31,1684,10168,10646.61621,65377.30469,0
31,3390,41228,1265317.75,15395840.0,0
31,2542,22592,405496.0313,3607589.75,0
31,424,8824,3371.237061,73503.875,0
31,520,304,15509.34766,9067.00293,0
31,2854,29182,1318847.375,13497874.0,0
31,130,162,533880.875,665297.75,0
31,2750,27174,1453071.125,14370701.0,0
31,2934,3742,340164.0,434128.6875,0
31,3808,2456,5970124.5,3850622.5,0
31,528,8824,79176.63281,1345503.75,0
0,184,112,35.517536,21.61937,0
31,37424,3380,8949437.0,804608.1875,0
31,1540,1644,30803.36328,33128.54688,0
31,3926,58386,825929.125,12287057.0,0
31,4014,57836,914768.0625,13186075.0,0
31,1684,10168,11134.07031,68370.59375,0
31,1684,10168,11900.43555,73076.59375,0
31,3728,5474,69994.74219,101659.0313,0
31,424,8824,455075.1563,9922110.0,0
31,4808,2664,181842.5,100746.2891,0
31,3002,21610,145835.5469,1051233.25,0
31,1684,10168,11095.46387,68133.52344,0
31,2542,21882,1664177.25,14339851.0,0
31,568,304,39115.76172,20935.19727,0
31,4560,2456,7010376.5,3776195.25,0
31,19098,1081890,10092.19531,572535.125,0
31,320,1976,754237.3125,4884181.0,0
31,2646,24330,1381560.5,12718059.0,0
31,37896,3276,2763039.25,237341.3281,0
31,1580,10168,10537.29102,69841.36719,0
31,2646,25310,1149916.5,11011686.0,0
31,1540,1644,596170.6875,641172.5,0
31,1580,10168,11525.41797,76390.6875,0
31,1036,824,280978.9375,229863.7031,0
31,1272,2572,48634.32813,99062.375,0
31,5486,95472,252533.6563,4395639.0,0
31,2542,23154,1648956.5,15034838.0,0
31,37238,3380,4962565.5,448400.0313,0
31,2158,2464,2641979.25,3016121.25,0
31,3688,2456,4658532.5,3102122.5,0
31,2750,27294,486339.7813,4831011.5,0
31,5174,90666,690308.75,12098413.0,0
31,1040,824,330668.5938,269622.0938,0
31,12856,13202,45992.96484,47211.46484,0
31,2766,25742,1552684.5,14460523.0,0
31,3598,47394,1186737.625,15636501.0,0
31,5080,3080,97706.17969,59393.55078,0
31,320,1846,46121.95313,279150.0938,0
31,24344,29452,18623.90234,22534.00781,0
31,18060,762578,32205.20898,1361827.375,0
31,1684,10168,10306.95117,63291.53516,0
254,1036,830,7139.643066,5614.01416,1
31,5174,88436,606845.875,10374016.0,0
31,2958,32330,553298.1875,6051328.5,0
31,19306,1087890,15675.5127,884557.125,0
31,2766,27384,408706.1563,4049123.25,0
31,13038,548216,46656.58594,1965913.25,0
31,424,8824,7919.650879,172674.0,0
31,1540,1644,351348.9063,377870.375,0
31,2646,24570,383696.9688,3566911.25,0
31,3926,54818,524703.625,7328754.0,0
31,2646,24570,391883.1563,3643011.5,0
31,13246,548216,120478.2969,4996392.0,0
254,1016,268,38843.40234,9509.204102,1
31,1684,10168,10892.51172,66887.26563,0
31,2854,31142,589433.6875,6437747.5,0
31,5928,8010,4317143.5,5826256.0,0
31,320,1940,45016.75391,286286.3125,0
31,2230,7148,1032550.313,3283176.25,0
31,424,8824,396420.4688,8643248.0,0
31,146,178,574238.0,700098.375,0
31,4264,3080,88519.33594,64107.63281,0
31,4550,67380,1123913.25,16648027.0,0
31,2126,12618,949746.4375,5646381.0,0
31,2958,32408,1159263.75,12709084.0,0
31,1540,1644,397426.625,427426.2813,0
31,2918,17290,23768.91016,140391.9063,0
31,4276,114238,101351.1094,2722932.75,0
254,344,258,2363.495605,1688.21106,0
31,3624,5578,4796714.5,7342916.0,0
31,48984,85554,80570.36719,140740.3125,0
31,424,8824,6943.291016,151386.2031,0
31,2610,3486,19257.23047,25764.27539,0
31,1540,1644,597002.5625,642067.1875,0
31,4576,2456,7132013.0,3828382.75,0
31,8928,320,237470.9219,7647.416992,0
31,2958,32650,1373881.125,15174344.0,0
31,7818,14888,78336.28906,149216.7969,0
31,2854,30384,1407346.75,14996409.0,0
31,2542,21294,619459.625,5194315.0,0
31,2854,30622,1310259.875,14071685.0,0
31,528,304,19901.49805,11458.43848,0
31,568,312,65258.60156,35846.27344,0
31,512,304,17036.0957,10115.18164,0
31,2854,31142,301572.9375,3293755.5,0
31,2542,23508,1111534.5,10289878.0,0
31,1540,1644,697416.0625,750060.375,0
31,2934,3738,21956.74805,27991.42188,0
31,320,1922,46014.64844,289875.0625,0
31,7806,15008,78524.03906,150993.7188,0
31,4238,65596,182688.3125,2828172.5,0
31,2854,31538,1310259.875,14492169.0,0
31,3182,38534,1256567.75,15227378.0,0
31,3062,32408,532611.5625,5636702.5,0
31,3872,2456,6024711.5,3822075.75,0
31,7810,14908,54270.20703,103622.0391,0
31,4176,2456,6403897.0,3766998.25,0
31,1052,824,366075.4063,294927.2188,0
31,8928,320,238372.1406,7676.439453,0
31,8928,320,166009.25,5346.094727,0
31,1540,1644,29107.40234,31304.56836,0
31,544,304,392496.4063,219336.2188,0
31,4896,3080,99218.09375,62573.375,0
31,7812,14706,81443.33594,153363.2344,0
31,1580,10168,11220.65234,74370.70313,0
31,7812,15360,18263.33398,35920.875,0
31,24936,45226,46609.34766,84542.96094,0
31,1036,2262,1843318.0,4024254.25,0
254,24944,764,222770.375,6559.406738,1
31,2158,2022,3007813.75,2807196.0,0
31,23704,1094788,21208.27734,980697.1875,0
31,37216,3380,555498.875,50221.8125,0
31,4776,3080,101788.6484,65811.25,0
31,2974,33374,1019868.75,11451029.0,0
31,424,8824,13201.08496,287826.3438,0
31,2766,27770,801838.5625,8056046.0,0
31,320,1900,10504.21191,65425.11328,0
31,17330,1087890,19104.63086,1201359.125,0
31,7814,14840,78999.00781,150077.7188,0
0,84,138,8.793377,14.446262,0
31,2974,31920,551078.3125,5917896.0,0
31,2934,3740,7033.11084,8971.003906,0
31,2230,12896,561317.0625,3250713.0,0
31,2542,19138,1347465.75,10142683.0,0
31,2934,3742,26937.38281,34378.39063,0
31,2646,24330,1314922.125,12104614.0,0
31,2750,26406,1430738.5,13749567.0,0
31,37466,3380,597628.3125,53670.42578,0
31,3598,48710,1135887.75,15382147.0,0
31,568,312,736546.375,404581.7813,0
31,1244,2574,37572.13672,78267.23438,0
31,2302,34406,4107.080078,61969.67969,0
31,3976,2456,6098640.0,3766998.25,0
62,740472,5568,657989.1875,4911.184082,1
31,8928,424,21313626.0,953727.5,0
31,2230,13358,1105367.375,6630672.5,0
31,2750,27174,994496.5625,9835453.0,0
31,2750,27730,1282213.375,12940433.0,0
31,1036,2262,1529175.0,3338430.5,0
31,17954,1087890,6780.578613,411521.0,0
31,4118,57846,549586.3125,7718574.0,0
31,8928,320,168115.625,5413.927246,0
31,8928,320,73781.5625,2376.031494,0
31,1920,4312,1567671.625,3534744.5,0
31,8928,320,169399.8438,5455.283691,0
31,568,312,766704.125,421147.3438,0
31,1684,10168,11544.19238,70889.01563,0
31,2542,23278,734328.125,6731292.0,0
31,2054,2478,2559634.5,3100016.5,0
31,3926,54400,127481.2422,1766638.75,0
31,37228,3380,633977.8125,57298.13281,0
31,18786,1087890,36331.60938,2107074.25,0
31,1684,10168,12339.40918,75772.17969,0
31,5174,87114,789066.875,13287534.0,0
31,2230,15236,895692.1875,6128355.0,0
31,3614,46932,418296.0313,5434788.5,0
31,2854,29218,406279.0,4163195.5,0
31,37896,3380,290898.4375,25808.97461,0
31,2766,28892,950857.1875,9938989.0,0
31,1580,10168,10765.82031,71356.0625,0
31,1684,10168,9707.646484,59611.40234,0
31,2974,33374,318988.1875,3581581.5,0
31,2230,15258,1836886.125,12586700.0,0
31,13558,548216,41192.35547,1668822.75,0
31,2230,13358,2084486.625,12504032.0,0
31,2934,3742,1064004.75,1357918.5,0
31,2766,27384,1454154.375,14406561.0,0
254,2642,2856,8395.333008,9121.145508,1
31,5056,3080,86813.50781,53021.04688,0
31,7824,14814,37627.71094,71264.75,0
31,424,8824,368192.5313,8027788.0,0
31,1920,4312,146146.0313,329526.2188,0
31,11168,454306,109154.9922,4451264.0,0
31,48880,85554,78286.77344,137042.7656,0
31,8928,320,294416.875,9481.28125,0
31,3390,42510,553961.3125,6949969.0,0
31,544,304,1975786.875,1104116.25,0
31,37264,3380,13458411.0,1215189.875,0
31,2958,32408,671865.5,7365705.0,0
31,4720,3080,87889.17188,57498.67578,0
31,424,8824,7987.512695,174153.6094,0
31,2974,33572,517993.2813,5850496.5,0
31,320,1840,46014.64844,277466.5938,0
31,2158,1918,25110.63281,22125.02734,0
31,528,304,6490.57959,3737.000244,0
31,37224,3172,129477.7422,10955.01758,0
31,7816,15296,1896745.75,3712992.25,0
31,7814,15476,86019.35938,170418.2188,0
31,5928,8010,3725371.25,5027622.5,0
31,3926,54818,430144.5938,6008009.0,0
31,1036,2262,1242236.0,2711997.5,0
31,2438,19138,1195066.625,9393405.0,0
31,7822,15136,61930.10938,119868.8438,0
31,37316,3276,1192164.375,104072.9297,0
31,4550,67604,811416.1875,12059068.0,0
31,7822,15136,600284.375,1161880.625,0
31,7820,15306,52455.77734,102699.9766,0
31,5024,3080,104185.9844,64038.35938,0
31,2048,2410,206062.2031,243327.6563,0
31,24536,1094788,26693.55273,1192391.625,0
0,56,92,6.346412,10.426248,0
254,532,354,5965.242188,3860.595215,0
31,5928,8010,207781.5625,280414.2813,0
31,37484,3380,9868537.0,885816.875,0
31,424,8824,408028.5938,8896343.0,0
31,2958,32586,1313608.75,14480530.0,0
31,1920,4312,2403146.5,5418551.5,0
31,2542,20826,1463400.25,11987013.0,0
31,5824,8218,789019.5625,1114023.375,0
31,1920,4312,2060997.875,4647083.5,0
31,544,304,88066.26563,49213.50391,0
31,8928,320,118624.6094,3820.138672,0
31,2974,31920,832493.875,8939950.0,0
31,8928,320,296615.625,9552.088867,0
31,2230,14816,1236348.125,8226140.5,0
31,2958,32368,1222491.75,13385800.0,0
31,2542,21616,650272.125,5528493.5,0
31,37996,3380,9669227.0,855615.0,0
31,2974,30506,1455590.25,14938664.0,0
31,7814,15116,56531.27734,109393.4922,0
31,2958,32330,1436024.5,15705557.0,0
31,2646,24330,1300522.375,11972056.0,0
31,320,1916,392863.6875,2467537.25,0
31,7810,14946,1628936.375,3118237.5,0
31,1958,2308,2032350.125,2405328.25,0
31,7812,15360,1911316.625,3759235.25,0
31,1540,1644,869225.0,934838.1875,0
31,3806,53008,1102950.875,15366840.0,0
31,424,8824,408477.8438,8906138.0,0
31,2646,24694,1602357.25,14970843.0,0
31,2320,10006,614986.1875,2630320.0,0
31,424,8824,13184.95801,287474.7188,0
31,320,1918,554517.125,3487019.75,0
31,2854,31142,348102.5313,3801948.0,0
31,5928,8010,3624106.75,4890960.0,0
31,2854,31402,251574.0313,2770558.0,0
31,4222,61786,1078616.75,15788629.0,0
31,4776,3080,70222.24219,45402.05078,0
31,3614,45696,953230.25,12058604.0,0
31,320,1888,2491.845703,15417.71094,0
31,3302,37798,1368376.625,15674055.0,0
31,3872,2456,4743190.5,3009079.25,0
32,2386,16010,761811.0625,5098425.5,0
31,1114,4168,7683.004395,29100.69531,0
31,4496,2560,479893.7813,274806.125,0
32,12156,513001,76148.33594,3220661.25,0
31,8928,320,173772.25,5596.091309,0
31,568,320,616163.4375,347134.3438,0
31,2646,24570,390225.4688,3627601.25,0
31,5174,83812,1023323.188,16578956.0,0
31,3896,2768,164923.3125,117650.3203,0
31,2958,32512,591647.0625,6512202.5,0
31,520,304,91619.19531,53561.98828,0
31,7812,15362,34515.74609,67895.52344,0
31,3728,5474,30876.38086,44844.26563,0
31,2438,18678,1561842.0,11981579.0,0
31,7816,15314,27994.03711,54864.98828,0
31,7814,15240,1747956.0,3410205.75,0
31,12648,13202,4886293.0,5099688.5,0
31,1580,10168,11222.15234,74380.64063,0
31,4272,3080,100790.7891,72853.14844,0
31,12745,490570,43285.47266,1669260.875,0
31,2766,27384,1110301.25,10999949.0,0
31,568,312,9726.97168,5342.984375,0
31,2054,2478,82117.21094,99453.53125,0
31,4222,63010,725167.0625,10825086.0,0
31,2334,14816,1186617.875,7530057.5,0
31,2990,33818,164925.2188,1866786.75,0
31,3926,56628,1076147.125,15527464.0,0
31,3390,43544,305943.1563,3931691.0,0
31,7818,14888,1737931.75,3310453.0,0
31,4376,2456,4683949.5,2629267.5,0
254,506,268,21499.03906,10560.93164,1
31,3926,55310,919838.25,12963131.0,0
31,1064,2260,1039957.375,2207778.5,0
31,8928,320,239222.3906,7703.820801,0
31,130,162,70403.46875,87733.55469,0
31,4862,82930,675286.3125,11519359.0,0
31,3808,2456,5719738.0,3689127.5,0
31,3614,49590,1093748.875,15015503.0,0
31,3614,49590,287357.375,3944978.25,0
31,2646,24004,385529.5938,3501408.5,0
62,2134,283919,6115.899902,830660.3125,1
31,1684,10168,12379.42773,76017.92188,0
31,4238,65118,728318.125,11192925.0,0
31,3406,35400,955624.5625,9929813.0,0
31,2048,2410,110441.4375,130414.2891,0
31,6216,201712,32393.43555,1055186.125,0
31,9504,12298,28403.69727,36774.58203,0
31,8928,320,258468.7813,8323.623047,0
31,12472,12716,7522716.5,7651828.0,0
31,14616,17134,138687.0625,162547.4063,0
31,528,304,130188.2109,74956.85156,0
31,18682,1087890,130309.4141,7599566.0,0
31,2062,2424,171612.7188,202341.5625,0
31,13662,548216,8946.27832,359669.3125,0
31,25472,1094788,49446.13672,2127399.75,0
31,2934,3742,20862.99219,26626.04883,0
31,424,8824,3552.474365,77455.42969,0
31,320,1922,42920.00781,270379.9688,0
31,3926,51770,495840.7188,6540558.5,0
31,2048,2410,43967.0,51918.23828,0
31,2230,15236,1945193.25,13309075.0,0
31,3984,2456,5693966.5,3510497.5,0
31,37272,3276,11389493.0,995443.4375,0
31,5486,95318,578068.1875,10045758.0,0
31,2854,31402,659521.0625,7263235.5,0
29,5408,208,1233670.375,47448.86328,0
31,5174,86792,948866.5625,15919337.0,0
31,36016,77164,91922.61719,197034.0625,0
31,2934,3740,2069.928711,2640.273682,0
31,424,8824,13234.52051,288555.3438,0
31,3302,37798,1035339.25,11859282.0,0
31,1958,2308,306224.0313,362422.4375,0
31,320,1934,23847.26953,151211.3438,0
31,2126,12618,425466.0,2529457.25,0
31,4014,58418,1050081.375,15288972.0,0
31,1064,2260,1762528.125,3741760.5,0
62,4468,268,208147.2656,11383.05371,1
31,3078,33842,824711.25,9066084.0,0
31,684,10816,104484.3984,1564620.75,0
31,5928,8010,94478.5625,127504.75,0
31,8928,424,156079.4688,6984.137695,0
31,320,1902,485344.2188,3026584.75,0
31,1540,1644,2502.719971,2691.637207,0
31,12752,13306,129169.0859,134763.3906,0
31,2230,14042,561808.6875,3542638.5,0
31,5486,95318,790679.0,13740542.0,0
31,2974,33122,1380732.375,15385710.0,0
31,3806,51422,1037195.938,14018339.0,0
31,1684,10168,8230.728516,50542.14844,0
31,2542,21874,891526.1875,7679568.5,0
31,2646,25418,1497065.875,14397450.0,0
31,1580,10168,10294.89453,68234.75781,0
31,3680,2456,4384045.5,2926060.25,0
31,424,8824,12931.44824,281947.375,0
31,568,312,39510.29688,21702.83789,0
31,424,8824,397163.125,8659441.0,0
31,25126,1052684,18001.82227,754980.0625,0
31,8928,320,116516.9922,3752.266113,0
31,4304,2456,5216554.5,2977221.75,0
31,7806,14704,29655.50391,55871.69141,0
31,520,304,19991.28711,11687.21387,0
31,2230,12896,560481.5,3245874.0,0
31,12352,27416,50986.67188,113167.9688,0
31,3302,40654,479384.6875,5909699.5,0
31,4810,79850,273658.3125,4542739.5,0
31,2334,13358,1403183.375,8027816.0,0
31,2558,23148,942131.625,8532805.0,0
31,2750,27730,446743.5313,4508652.5,0
31,2438,19918,432383.2188,3537200.5,0
31,1684,10168,12360.00879,75898.67188,0
31,5000,3080,85425.82813,52757.80078,0
31,4752,3080,93397.42969,60688.96875,0
31,2646,25418,1490801.625,14337206.0,0
31,29282,1256614,8909.387695,382668.9688,0
31,3182,39582,1256314.75,15638119.0,0
31,2974,33374,751329.9375,8435890.0,0
31,1064,2260,1368624.0,2905521.5,0
31,2282,14216,458424.9063,2858073.5,0
31,5174,87720,195374.3125,3312887.25,0
31,2750,27344,515386.8125,5128942.5,0
31,2438,19408,1348576.25,10749414.0,0
31,2230,12618,788922.3125,4462786.0,0
31,7806,16420,1901347.375,4000122.75,0
31,2958,32330,341436.0938,3734229.0,0
31,4616,3080,92154.11719,61643.07031,0
31,2542,21294,1545511.25,12959476.0,0
31,3880,2456,5699844.5,3608087.0,0
31,1684,10168,12300.63867,75534.10156,0
254,564,354,4446.549805,2713.445801,1
31,8928,320,15500817.0,499182.0313,0
31,1580,10168,8610.770508,57072.35547,0
31,2974,33374,173023.375,1942696.625,0
31,320,1880,3759.279541,23161.10547,0
31,2054,2478,16289.08301,19727.98242,0
31,320,1888,757178.3125,4684863.5,0
31,1920,4312,101592.0469,229067.0625,0
31,3182,38534,317066.0625,3842279.75,0
31,1580,10168,10588.8252,70182.9375,0
31,146,178,258178.6094,314765.6875,0
31,520,304,1378091.875,805653.6875,0
31,3390,40254,1321363.125,15697635.0,0
31,146,178,497021.2813,605957.4375,0
31,7818,14888,35697.92578,67998.24219,0
31,2934,3742,24426.52148,31173.94531,0
31,3806,54798,686625.25,9889456.0,0
31,3680,2456,5576098.0,3721676.25,0
31,320,1862,737060.0625,4499655.0,0
62,972,1622,7044.016113,11885.81836,1
31,14616,17134,164473.1563,192769.8594,0
31,18058,1087890,82990.27344,5007680.5,0
31,2974,30516,865290.375,8883410.0,0
31,1684,10168,10777.51953,66181.13281,0
31,424,8824,13347.18457,291011.7813,0
31,528,8824,13497.08398,229365.3594,0
31,2542,23278,1331453.5,12204901.0,0
31,4296,2456,4434973.0,2535519.25,0
31,7812,15288,34247.51953,67040.79688,0
31,1540,1644,20517.55664,22066.32031,0
31,1540,1644,509572.0938,548037.0625,0
31,2048,2410,1038349.688,1226130.625,0
31,3718,45854,834863.9375,10293765.0,0
31,1876,5266,58903.87891,164176.0938,0
31,6874,239062,311776.8438,10883135.0,0
31,2430,16290,189441.8906,1258332.5,0
29,3952,794,28405.21094,5286.547363,0
31,544,304,375820.375,210017.2656,0
31,4222,64070,835494.5,12681899.0,0
31,2646,24004,391460.0313,3555269.5,0
31,3614,49342,1098609.0,15006801.0,0
