sttl,dttl,sbytes,dbytes,Sload,Dload,sloss,dloss,Spkts,Dpkts,tcprtt,Sjit,Label
31,29,1060,824,1849987.5,1479192.625,2,2,8,10,0.000719,32.656398,0
31,29,2646,24330,1147936.25,10567413.0,7,15,42,44,0.000698,28.098058,0
254,252,1292,412,30149.89258,9184.904297,3,2,12,8,0.051608,1396.145146,1
31,29,3806,55844,676521.6875,9929901.0,7,26,64,66,0.000687,42.414295,0
31,29,4862,75600,1071886.75,16668563.0,7,36,84,86,0.000684,22.052287,0
31,29,2646,25310,987762.9375,9458891.0,7,15,42,44,0.000711,29.974673,0
31,29,4238,65596,1081116.0,16736607.0,7,30,72,74,0.000793,22.663514,0
31,29,1470,1728,2454545.5,2805944.0,5,4,22,14,0.000728,13.187839,0
31,29,1684,10168,12407.97168,76193.19531,3,5,14,18,0.000627,8769.593211,0
31,29,1580,10168,9855.298828,65321.10938,3,5,12,18,0.000627,10460.34928,0
31,29,12368,13028,4240247.0,4464315.0,17,17,68,66,0.001967,21.953109,0
31,29,37316,3380,11329206.0,1021513.688,18,8,52,42,0.000622,28.984517,0
31,29,568,312,721269.875,396190.5,0,0,4,4,0.0,1.712616,0
31,29,2542,21294,1707888.375,14321047.0,7,14,40,42,0.000691,0.0,0
31,29,4238,63516,477271.125,7154271.0,7,30,72,74,0.000843,63.718335,0
31,29,8928,320,296960.9063,9563.208984,4,1,14,6,0.000669,1579.938249,0
31,29,2854,31444,694182.0,7655147.0,7,17,46,48,0.000758,44.597383,0
31,29,2974,30516,1467598.75,15066944.0,7,18,48,50,0.000751,18.561215,0
31,29,1540,1644,604943.4375,650607.4375,4,4,16,18,0.000577,77.112956,0
31,29,2438,19918,1746551.375,14288026.0,7,13,38,40,0.000672,16.671051,0
31,29,2230,15228,690920.6875,4724748.5,7,11,34,36,0.000823,54.258201,0
31,29,2542,23122,1532730.5,13955948.0,7,14,40,42,0.000754,0.0,0
31,29,7810,14908,60635.94922,115776.6172,30,32,122,126,0.000769,589.320279,0
31,29,1684,10168,12343.20703,75795.5,3,5,14,18,0.000694,8765.840255,0
31,29,528,304,1891343.375,1088955.25,0,0,4,4,0.0,0.61872,0
31,29,130,162,409126.6563,509834.7813,0,0,2,2,0.0,0.0,0
31,29,1580,10168,10843.32324,71869.75781,3,5,12,18,0.000686,9969.76254,0
31,29,1036,2262,1386355.375,3026632.75,4,4,12,12,0.000729,26.9585,0
31,29,3406,40550,265473.9063,3159821.75,7,21,56,56,0.000693,125.11953,0
31,29,3806,51314,1202696.125,16221152.0,7,26,64,66,0.000771,20.684248,0
31,29,568,312,689599.375,378794.0313,0,0,4,4,0.0,1.814908,0
31,29,2854,30654,1357316.5,14592124.0,7,17,46,48,0.000736,19.363239,0
31,29,3704,2456,5416409.0,3591331.5,7,7,18,18,0.00068,13.941322,0
31,29,1684,10168,12359.17871,75893.57813,3,5,14,18,0.000717,8765.497122,0
31,29,424,8824,60781.05859,1325223.75,1,4,8,12,0.000858,556.220924,0
31,29,424,8824,13221.84473,288279.0,1,4,8,12,0.000706,2180.396046,0
31,29,37896,3380,586498.4375,52035.08203,19,8,54,42,0.000656,786.264361,0
31,29,2854,29182,931753.6875,9536125.0,7,17,46,48,0.000912,31.231896,0
31,29,2230,13288,1590596.0,9491413.0,7,11,34,36,0.000707,19.576563,0
31,29,2934,3742,23527.03125,30025.98633,11,15,52,54,0.000664,1710.338452,0
31,29,37182,3276,13685603.0,1199043.0,18,8,52,40,0.000619,22.953276,0
31,29,3302,40550,1304422.25,16028978.0,7,21,54,56,0.000694,0.0,0
31,29,1684,10168,12130.39063,74488.66406,3,5,14,18,0.000624,8767.887048,0
31,29,1580,10168,11537.72656,76472.27344,3,5,12,18,0.000668,9524.341738,0
31,29,1540,1644,612350.875,658574.0625,4,4,16,18,0.000834,74.31911,0
31,29,568,312,707641.1875,388704.3438,0,0,4,4,0.0,1.765413,0
31,29,3598,48710,786160.5625,10646156.0,7,24,60,62,0.00073,34.468722,0
31,29,424,8824,7149.516113,155882.5781,1,4,8,12,0.000655,4269.730808,0
31,29,9608,12298,212533.5938,272134.9688,26,31,110,114,0.000655,200.87319,0
31,29,3406,40374,704328.3125,8341428.5,7,21,56,54,0.000684,42.694646,0
31,29,4862,76262,251532.8125,3945793.5,7,36,84,86,0.000684,94.296483,0
31,29,568,320,717775.9375,404380.8125,0,0,4,4,0.0,1.751034,0
31,29,37190,3276,493106.9688,43193.33203,18,8,52,40,0.000659,958.417687,0
31,29,4342,62726,834112.125,12043419.0,7,31,74,72,0.001244,34.826099,0
31,29,2126,14740,1879990.875,13078713.0,7,11,32,36,0.000704,15.515668,0
31,29,3926,54286,293889.6563,4065055.5,7,27,66,68,0.000663,89.142545,0
31,29,1920,4312,83200.0,187597.1719,6,6,22,24,0.002312,497.996129,0
31,29,1580,10168,9891.299805,65559.72656,3,5,12,18,0.000661,10305.02461,0
31,29,544,304,26085.49609,14577.18945,0,0,4,4,0.0,21.211789,0
31,29,2054,2478,742943.75,899791.625,6,6,22,24,0.000937,110.910179,0
31,29,8928,320,296882.4688,9560.682617,4,1,14,6,0.000675,1576.302405,0
31,29,3302,40478,607725.5,7454716.0,7,21,54,56,0.000675,53.91484,0
31,29,2438,19964,327747.7813,2690596.75,7,13,38,42,0.000737,96.107976,0
31,29,11688,454306,54468.44141,2121688.75,18,163,202,364,0.000627,2654.804551,0
31,29,2854,31142,343831.7813,3755303.0,7,17,46,48,0.000763,0.0,0
31,29,3926,55114,1108856.875,15571597.0,7,27,66,68,0.000835,21.967566,0
31,29,536,304,1268639.125,719526.625,0,0,4,4,0.0,0.562621,0
31,29,2646,24316,1084269.0,9975443.0,7,15,42,44,0.000719,33.874203,0
31,29,4342,65938,536926.1875,8152530.0,7,30,74,74,0.000682,0.0,0
31,29,320,1918,21929.05859,137898.4688,1,2,6,8,0.000627,1358.455578,0
254,252,632,682,4653.943359,5023.049316,3,4,12,12,0.196945,4516.830174,0
31,29,7806,15310,47611.10547,93395.97656,30,32,122,126,0.000688,832.719528,0
31,29,4704,2664,194377.7188,110065.1406,7,7,22,22,0.000598,801.281948,0
31,29,4908,2448,128207.5391,63350.24219,9,6,34,26,0.000958,818.519912,0
31,29,7816,15436,63484.84766,125413.6953,30,32,122,126,0.000673,555.068261,0
31,29,7814,15098,57136.64063,110432.2266,30,32,122,126,0.000619,600.973445,0
31,29,1272,2572,17412.75391,35467.72266,4,4,16,18,0.000815,2368.575386,0
31,29,17746,1087890,25906.30273,1590766.75,2,370,332,746,0.000653,946.578682,0
31,29,7818,15828,45551.70703,92248.96875,30,32,122,126,0.000691,735.056336,0
31,29,2438,20826,415198.2813,3551396.75,7,13,38,40,0.001121,72.88609,0
31,29,2158,1918,2918194.75,2571227.25,6,5,24,20,0.0008,14.978436,0
31,29,528,304,1785794.75,1028184.875,0,0,4,4,0.0,0.622018,0
31,29,1920,4312,501436.1875,1130625.125,6,6,22,24,0.001368,82.460191,0
31,29,2230,12896,581208.0625,3365906.0,7,11,34,36,0.000745,57.018526,0
31,29,4222,63010,602016.8125,8986735.0,7,30,72,74,0.001248,52.699756,0
31,29,2230,14816,1526529.125,10156883.0,7,11,34,36,0.000745,19.561829,0
31,29,2230,15258,1070523.625,7335435.0,7,11,34,36,0.000694,32.627117,0
31,29,35468,72240,89574.98438,182519.7031,73,166,407,489,0.000705,810.836475,0
31,29,568,304,722952.875,386932.5313,0,0,4,4,0.0,1.720628,0
31,29,3920,2456,5867300.5,3675975.5,7,7,18,18,0.000636,13.585806,0
31,29,512,304,1829660.5,1086361.0,0,0,4,4,0.0,0.594912,0
31,29,7814,16086,1732230.625,3567054.0,30,32,122,126,0.000678,18.380851,0
254,252,958,268,36775.63281,9545.47168,2,1,10,6,0.052365,1031.183679,1
31,29,3302,40550,1239921.5,15236382.0,7,21,54,56,0.000642,0.0,0
31,29,1540,1644,14251.01367,15326.74805,4,4,16,18,0.000626,3529.163374,0
31,29,5278,89752,250301.1406,4255023.5,7,39,92,90,0.000718,0.0,0
31,29,4550,68342,570240.75,8567321.0,7,33,78,80,0.000808,54.089424,0
31,29,4392,2456,6731034.5,3764706.0,7,7,18,18,0.000661,13.398642,0
31,29,3216,4906,4343139.0,6530209.5,6,6,24,18,0.000693,16.593167,0
31,29,2158,1918,2785594.0,2454392.5,6,5,24,20,0.000857,16.480506,0
31,29,2646,24316,1478217.375,13599828.0,7,15,42,44,0.000764,19.70907,0
31,29,4238,60832,268058.2813,3848367.5,7,30,72,74,0.000698,96.444942,0
31,29,2766,25742,1147708.0,10688879.0,7,16,44,46,0.000818,27.156349,0
31,29,13142,548216,48627.14453,2032659.25,21,197,228,438,0.000605,3194.362907,0
31,29,3598,48710,1127204.625,15264562.0,7,24,60,62,0.000731,0.0,0
31,29,2750,27602,1434365.0,14408752.0,7,16,44,46,0.000782,19.82699,0
31,29,4608,2560,251506.2031,139712.9063,7,7,20,20,0.001474,791.84799,0
31,29,4238,60892,100997.8984,1451422.0,7,30,72,74,0.000835,283.47549,0
31,29,3720,2456,4430575.0,2925137.75,7,7,18,18,0.000841,17.069354,0
254,0,114,0,456000000.0,0.0,0,0,2,0,0.0,0.0,1
31,29,2438,20576,956053.3125,8079335.5,7,13,38,40,0.000726,33.044626,0
31,29,2054,2478,2606846.0,3157195.0,6,6,22,24,0.000763,16.304374,0
31,29,3926,54818,861271.1875,12029734.0,7,27,66,68,0.000687,0.0,0
31,29,37260,3380,437771.3125,39531.66797,18,8,52,42,0.000719,927.195062,0
60,0,10600,0,1415.945312,0.0,0,0,164,0,0.0,412.291406,0
31,29,916,1538,7635.180176,12650.5332,4,2,14,12,0.000666,4346.482564,0
31,29,3302,40478,388789.75,4769122.5,7,21,54,56,0.000761,77.998018,0
31,29,2230,13358,344951.2188,2069229.25,7,11,34,36,0.000827,99.773913,0
31,29,568,320,745569.875,420039.375,0,0,4,4,0.0,1.647559,0
31,29,2158,1918,17831.86523,15711.69141,6,5,24,20,0.000731,0.0,0
31,29,2870,26586,751983.375,6965219.5,7,16,46,46,0.001084,46.72518,0
31,29,568,312,779862.6875,428375.25,0,0,4,4,0.0,1.669008,0
31,29,4016,2456,4659705.0,2850122.75,7,7,18,18,0.000731,19.415299,0
31,29,3702,45504,835119.4375,10257550.0,7,24,62,60,0.000701,0.0,0
31,29,4238,65118,835665.75,12842663.0,7,30,72,74,0.000665,32.124626,0
31,29,1684,10168,12426.3584,76306.10156,3,5,14,18,0.000683,8766.616219,0
31,29,1580,10168,9708.314453,64346.89844,3,4,12,18,0.000679,11185.51936,0
31,29,2766,26586,380590.4688,3660790.5,7,16,44,46,0.000683,0.0,0
31,29,24640,1091448,21963.50586,973959.5625,38,387,438,850,0.000588,8402.428539,0
31,29,1540,1644,624871.5,672039.8125,4,4,16,18,0.000612,73.543676,0
31,29,4088,2560,656172.3125,413315.5,7,7,18,20,0.000688,327.300998,0
31,29,37402,3276,2163694.25,188452.5,18,8,52,40,0.000685,358.255379,0
31,29,1540,1644,15847.79981,17044.06641,4,4,16,18,0.000664,2788.814012,0
31,29,12830,548216,67195.19531,2877430.5,21,197,222,438,0.000594,1968.732096,0
31,29,1064,2364,309939.6563,697364.25,4,4,12,14,0.000645,213.578866,0
31,29,4528,2456,6951645.5,3770824.75,7,7,18,18,0.000621,13.428446,0
31,29,2230,14740,1940616.25,12845714.0,7,11,34,36,0.000642,15.498811,0
31,29,6008,201712,66206.78906,2232416.75,10,74,98,170,0.000672,479.567567,0
31,29,3704,2456,4684069.5,3105756.5,7,7,18,18,0.000645,16.696283,0
31,29,2766,28048,714021.6875,7245577.0,7,16,44,46,0.000952,45.972323,0
31,29,544,304,1922261.5,1074205.0,0,0,4,4,0.0,0.606933,0
31,29,37184,3380,9470008.0,856920.3125,18,8,52,42,0.000689,39.691962,0
31,29,2542,20090,1219305.25,9621642.0,7,13,40,38,0.000596,24.257242,0
31,29,2750,27602,1484467.75,14912053.0,7,16,44,46,0.000727,19.342537,0
31,29,2974,30506,1465015.375,15035393.0,7,18,48,50,0.000713,18.902492,0
31,29,12138,497036,14570.52832,597946.4375,19,178,210,396,0.000658,10518.36984,0
31,29,7822,15736,54073.92969,108816.9922,30,32,122,126,0.000701,557.166188,0
31,29,3302,37798,1292393.625,14803709.0,7,21,54,56,0.000816,21.207624,0
31,29,2334,16290,260507.8125,1820341.375,7,12,36,38,0.000801,139.536788,0
31,29,4550,67604,595469.6875,8849724.0,7,33,78,80,0.000708,48.376264,0
31,29,37408,3276,648599.4375,56482.19531,18,8,52,40,0.000684,895.476657,0
31,29,12432,512112,142272.0313,5873334.5,20,185,215,412,0.000626,718.044092,0
31,29,2750,26406,794854.6875,7638648.5,7,16,44,46,0.000842,44.638063,0
31,29,528,304,87831.66406,50569.74219,0,0,4,4,0.0,9.404284,0
31,29,3390,42312,386703.4375,4828916.0,7,22,56,58,0.000738,75.765653,0
31,29,424,8824,529055.25,11535116.0,1,4,8,12,0.00104,45.826952,0
31,29,2230,13358,1916989.5,11499281.0,7,11,34,36,0.000769,16.374093,0
31,29,4862,77388,459924.1563,7321361.0,7,36,84,86,0.000793,0.0,0
31,29,568,320,693387.625,390640.9063,0,0,4,4,0.0,1.799589,0
31,29,320,1846,5877.092773,35570.71875,1,2,6,8,0.000689,5124.308022,0
31,29,1684,10168,11939.6377,73317.3125,3,5,14,18,0.000629,8773.21395,0
31,29,320,1868,12467.02344,76343.00781,1,2,6,8,0.0006,2409.507294,0
31,29,1684,10168,11491.72949,70566.85938,3,5,14,18,0.000645,8792.226632,0
31,29,2934,3740,649826.375,828878.625,11,15,52,54,0.000878,58.976056,0
31,29,4238,59594,1015518.25,14282608.0,7,30,72,74,0.00099,25.325425,0
31,29,8928,320,296967.5625,9563.422852,4,1,14,6,0.00062,1586.282172,0
31,29,536,304,1801680.75,1021848.75,0,0,4,4,0.0,0.629089,0
31,29,424,8824,349381.9688,7617657.5,1,4,8,12,0.000616,73.733218,0
31,29,568,320,722493.125,407038.375,0,0,4,4,0.0,1.766354,0
31,29,17850,1087890,59275.32031,3618509.25,2,370,334,746,0.001192,368.178393,0
31,29,12536,497594,13185.03223,524425.9375,19,162,217,398,0.000642,11386.79569,0
31,29,2854,31360,203102.5625,2233764.5,7,17,46,48,0.000662,133.634904,0
31,29,4592,3080,31169.46094,20962.66016,7,7,28,30,0.001647,3358.302151,0
31,29,37336,3380,359007.0313,32353.57422,18,8,52,42,0.000669,1320.925097,0
31,29,568,312,714165.9375,392288.3438,0,0,4,4,0.0,1.729115,0
31,29,2438,20194,948177.75,7864204.0,7,13,38,40,0.000747,44.463041,0
31,29,528,304,1830156.0,1053726.125,0,0,4,4,0.0,0.629561,0
31,29,7810,15844,21999.3457,44643.39063,30,32,122,126,0.000671,1435.216863,0
31,29,146,178,136162.2813,166006.0625,0,0,2,2,0.0,0.0,0
31,29,1540,1644,585296.6875,629477.625,4,4,16,18,0.000602,81.064097,0
31,29,568,320,726342.75,409207.1875,0,0,4,4,0.0,1.705544,0
31,29,2934,3742,10162.59961,12969.84961,11,15,52,54,0.000635,2888.288408,0
31,29,424,8824,11632.96582,253636.2813,1,4,8,12,0.000677,2299.968665,0
31,29,2750,27344,1433217.875,14262864.0,7,16,44,46,0.000805,19.860718,0
31,29,4014,61374,259469.75,3969001.5,7,28,68,70,0.000661,96.663948,0
31,29,7818,15588,132100.4688,263468.375,30,32,122,126,0.000629,401.959396,0
31,29,37218,3276,661157.4375,57869.16406,18,8,52,40,0.000673,875.027774,0
31,29,3182,39076,567932.125,6979141.5,7,20,52,54,0.000692,63.762364,0
31,29,568,312,709704.3125,389837.5938,0,0,4,4,0.0,1.747028,0
31,29,2750,27346,794854.6875,7910697.0,7,16,44,46,0.000706,43.612052,0
31,29,1684,10168,12412.63672,76221.84375,3,5,14,18,0.000736,8766.223332,0
31,29,7804,15506,63976.26172,127134.3281,30,32,122,126,0.000618,476.436111,0
31,29,3598,45458,974494.875,12315423.0,7,24,60,62,0.000614,30.058103,0
31,29,5928,320,70933.0,3485.29834,2,1,12,6,0.000685,4278.885832,0
31,29,2870,26482,1145304.375,10556133.0,7,16,46,44,0.000577,25.324777,0
31,29,1684,10168,10425.78027,64021.22656,3,5,14,18,0.000733,9245.04645,0
31,29,3390,44426,758067.25,9939332.0,7,22,56,58,0.000628,37.684808,0
31,29,9400,12298,160936.7188,210693.6875,26,31,106,114,0.000718,234.789368,0
31,29,2054,2478,2730722.25,3307223.5,6,6,22,24,0.000752,15.681816,0
31,29,568,304,27438.95117,14685.63574,0,0,4,4,0.0,51.33548,0
31,29,2230,15228,1933899.0,13224654.0,7,11,34,36,0.000774,15.700655,0
31,29,3728,5474,75897.30469,110231.7969,7,7,32,24,0.000866,748.374122,0
31,29,3728,5578,15991.74805,23748.54297,7,7,32,26,0.000665,4618.765948,0
31,29,1684,10168,12066.79492,74098.14844,3,5,14,18,0.000839,8765.62295,0
31,29,320,1898,517191.3125,3217433.5,1,2,6,8,0.001291,39.72267,0
31,29,2854,30622,699486.4375,7512213.5,7,17,46,48,0.000827,42.026678,0
31,29,3614,50036,465503.125,6448017.0,7,24,60,62,0.000897,64.84275,0
31,29,512,304,1616842.125,960000.0,0,0,4,4,0.0,0.675758,0
31,29,1540,1644,252480.6563,271539.0938,4,4,16,18,0.000601,198.30766,0
31,29,2974,30506,1168647.5,11993781.0,7,18,48,50,0.000692,26.366384,0
64,0,1780,0,210.965668,0.0,0,0,5,0,0.0,2870.43,0
31,29,2974,33882,1036378.25,11813573.0,7,18,48,50,0.000723,0.0,0
31,29,528,304,1826989.625,1051903.125,0,0,4,4,0.0,0.639225,0
31,29,4238,65118,267762.0625,4115016.0,7,30,72,74,0.000755,0.0,0
31,29,37416,3068,582678.1875,47364.33594,18,8,52,36,0.000715,1092.493125,0
31,29,2766,24004,1396513.875,12128083.0,7,16,44,46,0.000622,20.646345,0
31,29,1580,10168,11535.55762,76457.89844,3,5,12,18,0.000645,9529.502305,0
31,29,3728,5474,81680.1875,118630.75,7,7,32,24,0.000736,740.777038,0
31,29,320,1918,52056.92969,327354.25,1,2,6,8,0.000663,566.016612,0
31,29,24952,1094788,56854.47656,2497233.0,38,390,444,858,0.000689,3958.326189,0
31,29,2934,3742,1077801.75,1375526.625,11,15,52,54,0.000625,28.489448,0
31,29,4654,72060,503740.25,7796903.5,7,33,80,78,0.00073,59.677884,0
254,252,946,268,34820.10156,9154.581055,2,1,10,6,0.057799,1095.915568,1
31,29,568,320,61527.35156,34663.29688,0,0,4,4,0.0,18.838504,0
31,29,2958,32330,318544.1875,3483864.0,7,18,48,50,0.00073,88.234123,0
31,29,424,8824,447594.625,9759011.0,1,4,8,12,0.000579,65.767031,0
31,29,1540,1644,622380.25,669360.5,4,4,16,18,0.000572,74.714604,0
31,29,544,304,1813333.375,1013333.375,0,0,4,4,0.0,0.627676,0
31,29,512,304,1706666.75,1013333.375,0,0,4,4,0.0,0.628619,0
31,29,2990,33818,979100.4375,11082427.0,7,18,48,50,0.000661,29.500506,0
31,29,4536,3080,83004.21094,56512.69531,7,7,28,30,0.001609,937.697413,0
31,29,2126,12618,1364803.25,8113954.0,7,10,32,34,0.00078,23.461799,0
31,29,568,304,705298.0,377483.4375,0,0,4,4,0.0,1.75787,0
31,29,1540,1644,756962.1875,814101.3125,4,4,16,18,0.000549,68.987408,0
31,29,568,312,39033.77344,21441.08789,0,0,4,4,0.0,33.931699,0
31,29,320,1846,22817.34375,138100.4844,1,2,6,8,0.001505,1294.259902,0
31,29,1684,10168,12177.84082,74780.03906,3,5,14,18,0.000906,8775.272508,0
31,29,1064,2260,1770923.125,3759582.75,4,4,12,12,0.000745,19.005366,0
31,29,37262,3380,340022.0938,30703.0293,18,8,52,42,0.000867,1637.669052,0
31,29,8928,320,20857862.0,671698.125,4,1,14,6,0.000617,14.867668,0
31,29,320,1896,44197.98047,274623.4063,1,2,6,8,0.00068,669.080033,0
31,29,528,304,90349.07813,52019.16406,0,0,4,4,0.0,8.956686,0
31,29,1684,10168,10796.79004,66299.46875,3,5,14,18,0.000658,8833.400768,0
31,29,3302,37162,1395404.0,15714548.0,7,21,54,56,0.000794,18.990425,0
31,29,2128,4312,2678004.75,5407031.5,6,6,26,24,0.00081,16.079309,0
31,29,4528,2976,93676.21094,61747.98438,7,7,26,28,0.00068,891.595527,0
31,29,3182,39694,810623.0,10118892.0,7,20,52,54,0.000774,35.726267,0
31,29,2230,12896,561353.5,3250923.75,7,11,34,36,0.000746,59.490651,0
31,29,4504,3080,99568.22656,68258.32813,7,7,28,30,0.000663,727.094109,0
31,29,3390,41228,1148572.875,13975338.0,7,22,56,58,0.000797,24.342096,0
31,29,568,312,652373.625,358346.0938,0,0,4,4,0.0,1.737833,0
31,29,424,8824,13342.56445,290911.0625,1,4,8,12,0.00071,2116.712607,0
31,29,2230,15236,1931526.75,13215568.0,7,11,34,36,0.000689,15.839375,0
31,29,2230,15228,1800790.125,12314410.0,7,11,34,36,0.000687,16.97622,0
31,29,2542,22432,1046488.25,9244050.0,7,14,40,42,0.000772,0.0,0
